he got very good point somebody in the justice department ha treasure trove of evidence of mr clinton criminality at her own hand or through others that ought to be investigated fully agree with the president on that on show ,0.8362369337979094,1.5117157974300832,extrovert
ve been skeptical about the collusion and obstruction claim for the last year just don see the evidence in term of the collusion it all bit implausible based on the evidence we have jonathan turley on ,1.2756909992912826,0.9237875288683602,introvert
we ve seen no evidence of collusion have seen nothing the firing of james comey and all of the aftermath that suggests that the president ha obstructed justice because he exercising his power a the president of the just don see it judge ken starr ,0.41180507892930684,0.44609665427509293,extrovert
witch hunt ,0.819000819000819,1.4427412082957618,extrovert
want to encourage all of my many texas friend to vote in the primary for governor greg abbott senator ted cruz lt gov dan patrick and attorney general ken paxton they are helping me to make america great again vote early or on march 6th ,1.243953006219765,0.7490636704119851,introvert
american consumer are the most confident they ve been since 200 strong job market is boosting confidence the unemployment rate ha stayed at 17 year low ,6.31424375917768,8.0,extrovert
texas lc george bush backed me when it wasn the politically correct thing to do and back him now also ac sid miller ha been with me from the beginning he is trump man in texas also support comptroller glenn hegar and railroad commissioner christi craddick ,0.5457025920873124,1.03397341211226,extrovert
of mississippi ha been great supporter and incredible help in getting our massive tax cut bill done and approved also big help on cutting regs am with him in his re election all the way ,9.312320916905444,9.345794392523365,extrovert
such beautiful map thank you ,3.2284100080710245,2.3070097604259097,introvert
big legal win today judge sided with the trump administration and rejected the attempt to stop the government from building great border wall on the southern border now this important project can go forward ,0.5645730416372619,1.6858237547892718,extrovert
the heritage foundation ha just stated that 64 of the trump agenda is already done faster than even ronald reagan we re blown away said thomas binion of heritage president trump is very active very conservative and very effective huge volume amp spectrum of issue ,0.8141112618724559,0.5873715124816447,introvert
have decided that section of the wall that california want built now will not be built until the whole wall is approved big victory yesterday with ruling from the court that allows u to proceed our country must have border security ,0.9708737864077669,0.6015037593984963,introvert
45 year low on illegal border crossing this year ice and border patrol agent are doing great job for our country m 13 thug being hit hard ,5.786350148367952,6.472491909385113,extrovert
why is jeff session asking the inspector general to investigate potentially massive fisa abuse will take forever ha no prosecutorial power and already late with report on comey etc isn the an obama guy why not use justice department lawyer disgraceful ,0.5471956224350205,0.7407407407407408,extrovert
today in the center of this great chamber lie billy graham an ambassador for christ who reminded the world of the power of prayer and the gift of god grace ,8.931185944363104,9.090909090909092,extrovert
starting at small bible school in florida billy graham soon led nationwide revival from large tent in los angeles to one hundred thousand people in single day at yankee stadium to more than two million people at madison square garden over sixteen week in 1957 ,0.40816326530612246,0.7363770250368188,extrovert
today we honor billy graham a only three private citizen before him have been honored we say prayer for our country that all across this land the lord will raise up men and woman like billy graham to spread message of love and hope to every precious child of god ,0.1357773251866938,0.440852314474651,extrovert
it wa an honor to welcome bipartisan member of congress for discussion on safe school and safe community a we continue to mourn the loss of so many precious young life in parkland we are determined to turn our grief into action full meeting ,0.6891798759476223,1.344286781179985,extrovert
many idea some good amp some not so good emerged from our bipartisan meeting on school safety yesterday at the white house background check big part of conversation gun free zone are proven target of killer after many year bill should emerge respect 2nd amendment ,0.40705563093622793,0.7342143906020557,extrovert
our steel and aluminum industry and many others have been decimated by decade of unfair trade and bad policy with country from around the world we must not let our country company and worker be taken advantage of any longer we want free fair and smart trade ,0.2724795640326975,0.2949852507374631,extrovert
unemployment filing are at their lowest level in over 48 year great news for worker and job job job maga ,7.14828897338403,5.818786367414797,introvert
manufacturing in expands at fastest pace since may 2004 ,4.265402843601896,5.719237435008666,extrovert
consumer confidence in february highest since november 200 ,4.25531914893617,3.8029386343993083,introvert
together we will face this challenge a national family with conviction with unity and with commitment to love and support our neighbor in time of dire need working together we will defeat this opioidepidemic full opioid summit ,0.41753653444676403,1.2075471698113207,extrovert
jobless claim at 49 year low ,2.2598870056497176,3.0168589174800355,extrovert
manufacturing growing at the fastest pace in almost two decade ,5.341712490180676,4.651162790697675,introvert
rt trump come through save billion on new air force one ,3.0015797788309637,3.119584055459272,extrovert
rt my oped on the importance of youthsports participation and how this administration is seeking to lift barrier so all our nation child can engage in sport and play ,6.976744186046512,7.9113924050632916,extrovert
